year,tile,total_rooftops,rooftops_without_solar,square_meters_with_solar_m2,panel_area_m2,tile_centroid_lat,tile_centroid_lon,district_number,Unemployment_Rate,Average_Age,Elderly_Population,Young_Population,Total_Population,employed,tile_encoded,panel_area_lag1,pv_price,ev_count_164m,ev_points_164m
2018,tile_r45_c12,115,105,3778.363,118.323,48.147681,11.646628,13,2.3,42.8,17848.0,13809.0,87950,66.1,1057,128.55466666666666,1350.0,0,0
2019,tile_r45_c12,118,108,2758.3845,140.6805,48.147681,11.646628,13,2.75,42.65,17978.5,14451.0,89902,66.1,1057,118.323,1315.0,0,0
2020,tile_r45_c12,120,111,1738.406,163.038,48.147681,11.646628,13,3.2,42.5,18109.0,15093.0,91855,66.1,1057,140.6805,1280.0,0,0
2021,tile_r45_c12,116,104,3135.6485,184.334,48.147681,11.646628,13,2.95,42.35,18094.5,15504.5,93086,66.15,1057,163.038,1415.0,0,0
2022,tile_r45_c12,112,98,4532.891,205.63,48.147681,11.646628,13,2.7,42.2,18080.0,15916.0,94317,66.2,1057,184.334,1550.0,0,0
2023,tile_r45_c12,114,100,4561.8855,341.4275,48.147681,11.646628,13,3.1500000000000004,42.3,18184.0,15985.5,94896,66.30000000000001,1057,205.63,1450.0,0,0
2024,tile_r45_c12,117,101,4590.88,477.225,48.147681,11.646628,13,3.6,42.4,18288.0,16055.0,95475,66.4,1057,341.4275,1350.0,0,0
2003,tile_r45_c13,139,129,2381.369,195.412,48.150678,11.646628,13,4.2,42.6,12437.0,10381.0,73070,71.3,1058,,5000.0,0,0
2004,tile_r45_c13,140,130,2422.6833333333334,177.21633333333332,48.150678,11.646628,13,4.266666666666667,42.63333333333333,13053.666666666666,10534.333333333334,73932,70.6,1058,195.412,5146.666666666667,0,0
2005,tile_r45_c13,141,131,2463.9976666666666,159.02066666666667,48.150678,11.646628,13,4.333333333333334,42.66666666666667,13670.333333333334,10687.666666666666,74795,69.9,1058,177.21633333333332,5293.333333333333,0,0
2006,tile_r45_c13,142,132,2505.312,140.825,48.150678,11.646628,13,4.4,42.7,14287.0,10841.0,75657,69.2,1058,159.02066666666667,5440.0,0,0
2007,tile_r45_c13,146,133,3071.842,179.589,48.150678,11.646628,13,4.066666666666666,42.833333333333336,14787.0,10949.0,75999,68.5,1058,140.825,4893.333333333333,0,0
2008,tile_r45_c13,150,135,3638.3720000000003,218.353,48.150678,11.646628,13,3.7333333333333334,42.96666666666667,15287.0,11057.0,76342,67.8,1058,179.589,4346.666666666667,0,0
2009,tile_r45_c13,154,136,4204.902,257.117,48.150678,11.646628,13,3.4,43.1,15787.0,11165.0,76684,67.1,1058,218.353,3800.0,0,0
2010,tile_r45_c13,152,138,3433.5716666666667,210.954,48.150678,11.646628,13,3.1666666666666665,43.13333333333333,16159.333333333334,11357.333333333334,78061,67.0,1058,257.117,3250.0,0,0
2011,tile_r45_c13,150,139,2662.2413333333334,164.791,48.150678,11.646628,13,2.9333333333333336,43.16666666666667,16531.666666666668,11549.666666666666,79439,66.89999999999999,1058,210.954,2700.0,0,0
2012,tile_r45_c13,148,141,1890.911,118.628,48.150678,11.646628,13,2.7,43.2,16904.0,11742.0,80816,66.8,1058,164.791,2150.0,0,0
2013,tile_r45_c13,147,140,1891.1263333333334,146.38233333333332,48.150678,11.646628,13,2.7333333333333334,43.1,17168.333333333332,12110.666666666666,82526,66.73333333333333,1058,118.628,1950.0,0,0
2014,tile_r45_c13,147,139,1891.3416666666667,174.13666666666666,48.150678,11.646628,13,2.7666666666666666,43.0,17432.666666666668,12479.333333333334,84237,66.66666666666666,1058,146.38233333333332,1750.0,0,0
2015,tile_r45_c13,146,138,1891.557,201.891,48.150678,11.646628,13,2.8,42.9,17697.0,12848.0,85947,66.6,1058,174.13666666666666,1550.0,0,0
2016,tile_r45_c13,146,139,1597.4503333333332,187.73066666666665,48.150678,11.646628,13,2.6333333333333333,42.86666666666667,17747.333333333332,13168.333333333334,86615,66.43333333333332,1058,201.891,1483.3333333333333,0,0
2017,tile_r45_c13,145,139,1303.3436666666666,173.57033333333334,48.150678,11.646628,13,2.4666666666666663,42.83333333333333,17797.666666666668,13488.666666666666,87282,66.26666666666667,1058,187.73066666666665,1416.6666666666667,0,0
2018,tile_r45_c13,145,140,1009.237,159.41,48.150678,11.646628,13,2.3,42.8,17848.0,13809.0,87950,66.1,1058,173.57033333333334,1350.0,0,0
2019,tile_r45_c13,154,146,1882.7559999999999,246.709,48.150678,11.646628,13,2.75,42.65,17978.5,14451.0,89902,66.1,1058,159.41,1315.0,0,0
2020,tile_r45_c13,164,152,2756.275,334.008,48.150678,11.646628,13,3.2,42.5,18109.0,15093.0,91855,66.1,1058,246.709,1280.0,0,0
2021,tile_r45_c13,160,146,3639.764,423.48299999999995,48.150678,11.646628,13,2.95,42.35,18094.5,15504.5,93086,66.15,1058,334.008,1415.0,0,0
2022,tile_r45_c13,156,139,4523.253,512.958,48.150678,11.646628,13,2.7,42.2,18080.0,15916.0,94317,66.2,1058,423.48299999999995,1550.0,0,0
2023,tile_r45_c13,148,130,4596.9035,608.3820000000001,48.150678,11.646628,13,3.1500000000000004,42.3,18184.0,15985.5,94896,66.30000000000001,1058,512.958,1450.0,0,0
2024,tile_r45_c13,141,122,4670.554,703.806,48.150678,11.646628,13,3.6,42.4,18288.0,16055.0,95475,66.4,1058,608.3820000000001,1350.0,0,0
2003,tile_r45_c14,74,67,2213.42,76.245,48.153674,11.646628,13,4.2,42.6,12437.0,10381.0,73070,71.3,1059,,5000.0,0,0
2004,tile_r45_c14,74,67,2349.5623333333333,121.65866666666668,48.153674,11.646628,13,4.266666666666667,42.63333333333333,13053.666666666666,10534.333333333334,73932,70.6,1059,76.245,5146.666666666667,0,0
2005,tile_r45_c14,73,66,2485.704666666667,167.07233333333335,48.153674,11.646628,13,4.333333333333334,42.66666666666667,13670.333333333334,10687.666666666666,74795,69.9,1059,121.65866666666668,5293.333333333333,0,0
2006,tile_r45_c14,73,66,2621.847,212.486,48.153674,11.646628,13,4.4,42.7,14287.0,10841.0,75657,69.2,1059,167.07233333333335,5440.0,0,0
2007,tile_r45_c14,76,69,2451.656,223.53,48.153674,11.646628,13,4.066666666666666,42.833333333333336,14787.0,10949.0,75999,68.5,1059,212.486,4893.333333333333,0,0
2008,tile_r45_c14,80,71,2281.465,234.57399999999998,48.153674,11.646628,13,3.7333333333333334,42.96666666666667,15287.0,11057.0,76342,67.8,1059,223.53,4346.666666666667,0,0
2009,tile_r45_c14,83,74,2111.274,245.618,48.153674,11.646628,13,3.4,43.1,15787.0,11165.0,76684,67.1,1059,234.57399999999998,3800.0,0,0
2010,tile_r45_c14,83,76,1827.9209999999998,230.857,48.153674,11.646628,13,3.1666666666666665,43.13333333333333,16159.333333333334,11357.333333333334,78061,67.0,1059,245.618,3250.0,0,0
2011,tile_r45_c14,84,78,1544.5679999999998,216.096,48.153674,11.646628,13,2.9333333333333336,43.16666666666667,16531.666666666668,11549.666666666666,79439,66.89999999999999,1059,230.857,2700.0,0,0
2012,tile_r45_c14,84,80,1261.215,201.335,48.153674,11.646628,13,2.7,43.2,16904.0,11742.0,80816,66.8,1059,216.096,2150.0,0,0
2013,tile_r45_c14,83,77,1833.7906666666668,317.04766666666666,48.153674,11.646628,13,2.7333333333333334,43.1,17168.333333333332,12110.666666666666,82526,66.73333333333333,1059,201.335,1950.0,0,0
2014,tile_r45_c14,81,74,2406.3663333333334,432.7603333333333,48.153674,11.646628,13,2.7666666666666666,43.0,17432.666666666668,12479.333333333334,84237,66.66666666666666,1059,317.04766666666666,1750.0,0,0
2015,tile_r45_c14,80,71,2978.942,548.473,48.153674,11.646628,13,2.8,42.9,17697.0,12848.0,85947,66.6,1059,432.7603333333333,1550.0,0,0
2016,tile_r45_c14,83,74,3818.539,580.1886666666667,48.153674,11.646628,13,2.6333333333333333,42.86666666666667,17747.333333333332,13168.333333333334,86615,66.43333333333332,1059,548.473,1483.3333333333333,0,0
2017,tile_r45_c14,86,76,4658.136,611.9043333333333,48.153674,11.646628,13,2.4666666666666663,42.83333333333333,17797.666666666668,13488.666666666666,87282,66.26666666666667,1059,580.1886666666667,1416.6666666666667,0,0
2018,tile_r45_c14,89,79,5497.733,643.62,48.153674,11.646628,13,2.3,42.8,17848.0,13809.0,87950,66.1,1059,611.9043333333333,1350.0,0,0
2019,tile_r45_c14,92,82,4419.12,603.639,48.153674,11.646628,13,2.75,42.65,17978.5,14451.0,89902,66.1,1059,643.62,1315.0,0,0
2020,tile_r45_c14,94,84,3340.507,563.658,48.153674,11.646628,13,3.2,42.5,18109.0,15093.0,91855,66.1,1059,603.639,1280.0,0,0
2021,tile_r45_c14,88,78,3399.3505,538.9705,48.153674,11.646628,13,2.95,42.35,18094.5,15504.5,93086,66.15,1059,563.658,1415.0,0,0
2022,tile_r45_c14,82,73,3458.194,514.283,48.153674,11.646628,13,2.7,42.2,18080.0,15916.0,94317,66.2,1059,538.9705,1550.0,0,0
2023,tile_r45_c14,82,70,3791.8985000000002,627.004,48.153674,11.646628,13,3.1500000000000004,42.3,18184.0,15985.5,94896,66.30000000000001,1059,514.283,1450.0,0,0
2024,tile_r45_c14,82,67,4125.603,739.725,48.153674,11.646628,13,3.6,42.4,18288.0,16055.0,95475,66.4,1059,627.004,1350.0,0,0
2003,tile_r45_c15,60,56,1878.383,45.763,48.156671,11.646628,13,4.2,42.6,12437.0,10381.0,73070,71.3,1060,,5000.0,0,0
2004,tile_r45_c15,60,56,2060.6103333333335,46.22266666666667,48.156671,11.646628,13,4.266666666666667,42.63333333333333,13053.666666666666,10534.333333333334,73932,70.6,1060,45.763,5146.666666666667,0,0
2005,tile_r45_c15,61,56,2242.837666666667,46.68233333333333,48.156671,11.646628,13,4.333333333333334,42.66666666666667,13670.333333333334,10687.666666666666,74795,69.9,1060,46.22266666666667,5293.333333333333,0,0
2006,tile_r45_c15,61,56,2425.065,47.142,48.156671,11.646628,13,4.4,42.7,14287.0,10841.0,75657,69.2,1060,46.68233333333333,5440.0,0,0
2007,tile_r45_c15,63,56,2513.089,82.25200000000001,48.156671,11.646628,13,4.066666666666666,42.833333333333336,14787.0,10949.0,75999,68.5,1060,47.142,4893.333333333333,0,0
2008,tile_r45_c15,65,57,2601.1130000000003,117.36200000000002,48.156671,11.646628,13,3.7333333333333334,42.96666666666667,15287.0,11057.0,76342,67.8,1060,82.25200000000001,4346.666666666667,0,0
2009,tile_r45_c15,67,57,2689.137,152.472,48.156671,11.646628,13,3.4,43.1,15787.0,11165.0,76684,67.1,1060,117.36200000000002,3800.0,0,0
2010,tile_r45_c15,66,55,3062.3563333333336,209.87966666666668,48.156671,11.646628,13,3.1666666666666665,43.13333333333333,16159.333333333334,11357.333333333334,78061,67.0,1060,152.472,3250.0,0,0
2011,tile_r45_c15,65,52,3435.5756666666666,267.2873333333333,48.156671,11.646628,13,2.9333333333333336,43.16666666666667,16531.666666666668,11549.666666666666,79439,66.89999999999999,1060,209.87966666666668,2700.0,0,0
2012,tile_r45_c15,64,50,3808.795,324.695,48.156671,11.646628,13,2.7,43.2,16904.0,11742.0,80816,66.8,1060,267.2873333333333,2150.0,0,0
2013,tile_r45_c15,66,53,3643.2743333333333,273.33966666666663,48.156671,11.646628,13,2.7333333333333334,43.1,17168.333333333332,12110.666666666666,82526,66.73333333333333,1060,324.695,1950.0,0,0
2014,tile_r45_c15,67,56,3477.753666666667,221.98433333333332,48.156671,11.646628,13,2.7666666666666666,43.0,17432.666666666668,12479.333333333334,84237,66.66666666666666,1060,273.33966666666663,1750.0,0,0
2015,tile_r45_c15,69,59,3312.233,170.629,48.156671,11.646628,13,2.8,42.9,17697.0,12848.0,85947,66.6,1060,221.98433333333332,1550.0,0,0
2016,tile_r45_c15,68,58,3712.5776666666666,236.53133333333335,48.156671,11.646628,13,2.6333333333333333,42.86666666666667,17747.333333333332,13168.333333333334,86615,66.43333333333332,1060,170.629,1483.3333333333333,0,0
2017,tile_r45_c15,67,56,4112.922333333333,302.4336666666667,48.156671,11.646628,13,2.4666666666666663,42.83333333333333,17797.666666666668,13488.666666666666,87282,66.26666666666667,1060,236.53133333333335,1416.6666666666667,0,0
2018,tile_r45_c15,66,55,4513.267,368.336,48.156671,11.646628,13,2.3,42.8,17848.0,13809.0,87950,66.1,1060,302.4336666666667,1350.0,0,0
2019,tile_r45_c15,64,54,5441.0905,389.7825,48.156671,11.646628,13,2.75,42.65,17978.5,14451.0,89902,66.1,1060,368.336,1315.0,0,1
2020,tile_r45_c15,62,52,6368.914,411.229,48.156671,11.646628,13,3.2,42.5,18109.0,15093.0,91855,66.1,1060,389.7825,1280.0,1,2
2021,tile_r45_c15,57,45,5506.041499999999,419.56449999999995,48.156671,11.646628,13,2.95,42.35,18094.5,15504.5,93086,66.15,1060,411.229,1415.0,1,2
2022,tile_r45_c15,52,38,4643.169,427.9,48.156671,11.646628,13,2.7,42.2,18080.0,15916.0,94317,66.2,1060,419.56449999999995,1550.0,1,2
2023,tile_r45_c15,54,40,4791.8125,403.31899999999996,48.156671,11.646628,13,3.1500000000000004,42.3,18184.0,15985.5,94896,66.30000000000001,1060,427.9,1450.0,1,2
2024,tile_r45_c15,55,42,4940.456,378.738,48.156671,11.646628,13,3.6,42.4,18288.0,16055.0,95475,66.4,1060,403.31899999999996,1350.0,1,2
2003,tile_r45_c16,69,60,2965.967,117.632,48.159667,11.646628,13,4.2,42.6,12437.0,10381.0,73070,71.3,1061,,5000.0,0,0
2004,tile_r45_c16,67,58,2754.6516666666666,143.642,48.159667,11.646628,13,4.266666666666667,42.63333333333333,13053.666666666666,10534.333333333334,73932,70.6,1061,117.632,5146.666666666667,0,0
2005,tile_r45_c16,65,55,2543.3363333333336,169.65200000000002,48.159667,11.646628,13,4.333333333333334,42.66666666666667,13670.333333333334,10687.666666666666,74795,69.9,1061,143.642,5293.333333333333,0,0
2006,tile_r45_c16,63,53,2332.021,195.662,48.159667,11.646628,13,4.4,42.7,14287.0,10841.0,75657,69.2,1061,169.65200000000002,5440.0,0,0
2007,tile_r45_c16,66,54,3066.5823333333333,225.63633333333334,48.159667,11.646628,13,4.066666666666666,42.833333333333336,14787.0,10949.0,75999,68.5,1061,195.662,4893.333333333333,0,0
2008,tile_r45_c16,68,56,3801.143666666667,255.61066666666665,48.159667,11.646628,13,3.7333333333333334,42.96666666666667,15287.0,11057.0,76342,67.8,1061,225.63633333333334,4346.666666666667,0,0
2009,tile_r45_c16,71,57,4535.705,285.585,48.159667,11.646628,13,3.4,43.1,15787.0,11165.0,76684,67.1,1061,255.61066666666665,3800.0,0,0
2010,tile_r45_c16,71,58,3943.3373333333334,296.9796666666667,48.159667,11.646628,13,3.1666666666666665,43.13333333333333,16159.333333333334,11357.333333333334,78061,67.0,1061,285.585,3250.0,0,0
2011,tile_r45_c16,71,58,3350.969666666667,308.3743333333333,48.159667,11.646628,13,2.9333333333333336,43.16666666666667,16531.666666666668,11549.666666666666,79439,66.89999999999999,1061,296.9796666666667,2700.0,0,0
2012,tile_r45_c16,71,59,2758.602,319.769,48.159667,11.646628,13,2.7,43.2,16904.0,11742.0,80816,66.8,1061,308.3743333333333,2150.0,0,0
2013,tile_r45_c16,70,59,2664.4313333333334,301.0133333333333,48.159667,11.646628,13,2.7333333333333334,43.1,17168.333333333332,12110.666666666666,82526,66.73333333333333,1061,319.769,1950.0,0,0
2014,tile_r45_c16,69,60,2570.2606666666666,282.2576666666667,48.159667,11.646628,13,2.7666666666666666,43.0,17432.666666666668,12479.333333333334,84237,66.66666666666666,1061,301.0133333333333,1750.0,0,0
2015,tile_r45_c16,68,60,2476.09,263.502,48.159667,11.646628,13,2.8,42.9,17697.0,12848.0,85947,66.6,1061,282.2576666666667,1550.0,0,0
2016,tile_r45_c16,68,59,2829.906,316.58433333333335,48.159667,11.646628,13,2.6333333333333333,42.86666666666667,17747.333333333332,13168.333333333334,86615,66.43333333333332,1061,263.502,1483.3333333333333,0,0
2017,tile_r45_c16,68,57,3183.722,369.6666666666667,48.159667,11.646628,13,2.4666666666666663,42.83333333333333,17797.666666666668,13488.666666666666,87282,66.26666666666667,1061,316.58433333333335,1416.6666666666667,0,0
2018,tile_r45_c16,68,56,3537.538,422.749,48.159667,11.646628,13,2.3,42.8,17848.0,13809.0,87950,66.1,1061,369.6666666666667,1350.0,0,0
2019,tile_r45_c16,68,58,3404.255,417.6535,48.159667,11.646628,13,2.75,42.65,17978.5,14451.0,89902,66.1,1061,422.749,1315.0,0,0
2020,tile_r45_c16,69,59,3270.972,412.558,48.159667,11.646628,13,3.2,42.5,18109.0,15093.0,91855,66.1,1061,417.6535,1280.0,0,0
2021,tile_r45_c16,71,60,4066.8810000000003,426.731,48.159667,11.646628,13,2.95,42.35,18094.5,15504.5,93086,66.15,1061,412.558,1415.0,0,0
2022,tile_r45_c16,73,61,4862.79,440.904,48.159667,11.646628,13,2.7,42.2,18080.0,15916.0,94317,66.2,1061,426.731,1550.0,0,0
2023,tile_r45_c16,68,58,4496.361,439.4175,48.159667,11.646628,13,3.1500000000000004,42.3,18184.0,15985.5,94896,66.30000000000001,1061,440.904,1450.0,0,0
2024,tile_r45_c16,64,54,4129.932,437.931,48.159667,11.646628,13,3.6,42.4,18288.0,16055.0,95475,66.4,1061,439.4175,1350.0,0,0
2003,tile_r45_c17,23,23,0.0,0.0,48.162663,11.646628,13,4.2,42.6,12437.0,10381.0,73070,71.3,1062,,5000.0,0,0
2004,tile_r45_c17,23,22,1463.8796666666667,6.086333333333333,48.162663,11.646628,13,4.266666666666667,42.63333333333333,13053.666666666666,10534.333333333334,73932,70.6,1062,0.0,5146.666666666667,0,0
2005,tile_r45_c17,23,20,2927.7593333333334,12.172666666666666,48.162663,11.646628,13,4.333333333333334,42.66666666666667,13670.333333333334,10687.666666666666,74795,69.9,1062,6.086333333333333,5293.333333333333,0,0
2006,tile_r45_c17,23,19,4391.639,18.259,48.162663,11.646628,13,4.4,42.7,14287.0,10841.0,75657,69.2,1062,12.172666666666666,5440.0,0,0
2007,tile_r45_c17,22,18,4021.757,60.543,48.162663,11.646628,13,4.066666666666666,42.833333333333336,14787.0,10949.0,75999,68.5,1062,18.259,4893.333333333333,0,0
2008,tile_r45_c17,21,18,3651.875,102.827,48.162663,11.646628,13,3.7333333333333334,42.96666666666667,15287.0,11057.0,76342,67.8,1062,60.543,4346.666666666667,0,0
2009,tile_r45_c17,20,17,3281.993,145.111,48.162663,11.646628,13,3.4,43.1,15787.0,11165.0,76684,67.1,1062,102.827,3800.0,0,0
2010,tile_r45_c17,20,17,3473.8813333333333,359.4656666666666,48.162663,11.646628,13,3.1666666666666665,43.13333333333333,16159.333333333334,11357.333333333334,78061,67.0,1062,145.111,3250.0,0,0
2011,tile_r45_c17,21,17,3665.7696666666666,573.8203333333333,48.162663,11.646628,13,2.9333333333333336,43.16666666666667,16531.666666666668,11549.666666666666,79439,66.89999999999999,1062,359.4656666666666,2700.0,0,0
2012,tile_r45_c17,21,17,3857.658,788.175,48.162663,11.646628,13,2.7,43.2,16904.0,11742.0,80816,66.8,1062,573.8203333333333,2150.0,0,0
2013,tile_r45_c17,20,17,3590.4346666666665,538.0113333333333,48.162663,11.646628,13,2.7333333333333334,43.1,17168.333333333332,12110.666666666666,82526,66.73333333333333,1062,788.175,1950.0,0,0
2014,tile_r45_c17,20,17,3323.211333333333,287.8476666666666,48.162663,11.646628,13,2.7666666666666666,43.0,17432.666666666668,12479.333333333334,84237,66.66666666666666,1062,538.0113333333333,1750.0,0,0
2015,tile_r45_c17,19,17,3055.988,37.684,48.162663,11.646628,13,2.8,42.9,17697.0,12848.0,85947,66.6,1062,287.8476666666666,1550.0,0,0
2016,tile_r45_c17,21,19,2883.0676666666664,122.88799999999999,48.162663,11.646628,13,2.6333333333333333,42.86666666666667,17747.333333333332,13168.333333333334,86615,66.43333333333332,1062,37.684,1483.3333333333333,0,0
2017,tile_r45_c17,22,20,2710.1473333333333,208.09199999999998,48.162663,11.646628,13,2.4666666666666663,42.83333333333333,17797.666666666668,13488.666666666666,87282,66.26666666666667,1062,122.88799999999999,1416.6666666666667,0,0
2018,tile_r45_c17,24,22,2537.227,293.296,48.162663,11.646628,13,2.3,42.8,17848.0,13809.0,87950,66.1,1062,208.09199999999998,1350.0,0,0
2019,tile_r45_c17,21,18,2786.5789999999997,166.39249999999998,48.162663,11.646628,13,2.75,42.65,17978.5,14451.0,89902,66.1,1062,293.296,1315.0,0,0
2020,tile_r45_c17,18,15,3035.931,39.489,48.162663,11.646628,13,3.2,42.5,18109.0,15093.0,91855,66.1,1062,166.39249999999998,1280.0,0,0
2021,tile_r45_c17,18,15,3527.572,43.204499999999996,48.162663,11.646628,13,2.95,42.35,18094.5,15504.5,93086,66.15,1062,39.489,1415.0,0,0
2022,tile_r45_c17,19,15,4019.213,46.92,48.162663,11.646628,13,2.7,42.2,18080.0,15916.0,94317,66.2,1062,43.204499999999996,1550.0,0,0
2023,tile_r45_c17,17,12,4247.56,432.99150000000003,48.162663,11.646628,13,3.1500000000000004,42.3,18184.0,15985.5,94896,66.30000000000001,1062,46.92,1450.0,0,0
2024,tile_r45_c17,15,10,4475.907,819.063,48.162663,11.646628,13,3.6,42.4,18288.0,16055.0,95475,66.4,1062,432.99150000000003,1350.0,0,0
2003,tile_r45_c18,34,33,370.638,29.613,48.165659,11.646628,13,4.2,42.6,12437.0,10381.0,73070,71.3,1063,,5000.0,0,0
2004,tile_r45_c18,34,32,469.17366666666663,28.339333333333332,48.165659,11.646628,13,4.266666666666667,42.63333333333333,13053.666666666666,10534.333333333334,73932,70.6,1063,29.613,5146.666666666667,0,0
2005,tile_r45_c18,33,31,567.7093333333333,27.06566666666667,48.165659,11.646628,13,4.333333333333334,42.66666666666667,13670.333333333334,10687.666666666666,74795,69.9,1063,28.339333333333332,5293.333333333333,0,0
2006,tile_r45_c18,33,30,666.245,25.792,48.165659,11.646628,13,4.4,42.7,14287.0,10841.0,75657,69.2,1063,27.06566666666667,5440.0,0,0
2007,tile_r45_c18,36,33,784.1663333333333,70.76033333333334,48.165659,11.646628,13,4.066666666666666,42.833333333333336,14787.0,10949.0,75999,68.5,1063,25.792,4893.333333333333,0,0
2008,tile_r45_c18,39,36,902.0876666666667,115.72866666666667,48.165659,11.646628,13,3.7333333333333334,42.96666666666667,15287.0,11057.0,76342,67.8,1063,70.76033333333334,4346.666666666667,0,0
2009,tile_r45_c18,42,39,1020.009,160.697,48.165659,11.646628,13,3.4,43.1,15787.0,11165.0,76684,67.1,1063,115.72866666666667,3800.0,0,0
2010,tile_r45_c18,39,35,2734.4809999999998,246.03366666666665,48.165659,11.646628,13,3.1666666666666665,43.13333333333333,16159.333333333334,11357.333333333334,78061,67.0,1063,160.697,3250.0,0,0
2011,tile_r45_c18,35,32,4448.9529999999995,331.3703333333333,48.165659,11.646628,13,2.9333333333333336,43.16666666666667,16531.666666666668,11549.666666666666,79439,66.89999999999999,1063,246.03366666666665,2700.0,0,0
2012,tile_r45_c18,32,28,6163.425,416.707,48.165659,11.646628,13,2.7,43.2,16904.0,11742.0,80816,66.8,1063,331.3703333333333,2150.0,0,0
2013,tile_r45_c18,35,31,5018.897666666667,491.25433333333336,48.165659,11.646628,13,2.7333333333333334,43.1,17168.333333333332,12110.666666666666,82526,66.73333333333333,1063,416.707,1950.0,0,0
2014,tile_r45_c18,38,33,3874.3703333333333,565.8016666666667,48.165659,11.646628,13,2.7666666666666666,43.0,17432.666666666668,12479.333333333334,84237,66.66666666666666,1063,491.25433333333336,1750.0,0,0
2015,tile_r45_c18,41,36,2729.843,640.349,48.165659,11.646628,13,2.8,42.9,17697.0,12848.0,85947,66.6,1063,565.8016666666667,1550.0,0,0
2016,tile_r45_c18,39,35,2360.3993333333333,531.6603333333334,48.165659,11.646628,13,2.6333333333333333,42.86666666666667,17747.333333333332,13168.333333333334,86615,66.43333333333332,1063,640.349,1483.3333333333333,0,0
2017,tile_r45_c18,38,33,1990.9556666666667,422.9716666666667,48.165659,11.646628,13,2.4666666666666663,42.83333333333333,17797.666666666668,13488.666666666666,87282,66.26666666666667,1063,531.6603333333334,1416.6666666666667,0,0
2018,tile_r45_c18,36,32,1621.512,314.283,48.165659,11.646628,13,2.3,42.8,17848.0,13809.0,87950,66.1,1063,422.9716666666667,1350.0,0,0
2019,tile_r45_c18,36,32,1648.9515000000001,326.967,48.165659,11.646628,13,2.75,42.65,17978.5,14451.0,89902,66.1,1063,314.283,1315.0,0,0
2020,tile_r45_c18,36,31,1676.391,339.651,48.165659,11.646628,13,3.2,42.5,18109.0,15093.0,91855,66.1,1063,326.967,1280.0,0,0
2021,tile_r45_c18,36,31,3222.7340000000004,383.221,48.165659,11.646628,13,2.95,42.35,18094.5,15504.5,93086,66.15,1063,339.651,1415.0,0,0
2022,tile_r45_c18,37,31,4769.077,426.791,48.165659,11.646628,13,2.7,42.2,18080.0,15916.0,94317,66.2,1063,383.221,1550.0,0,0
2023,tile_r45_c18,38,32,5305.6134999999995,395.108,48.165659,11.646628,13,3.1500000000000004,42.3,18184.0,15985.5,94896,66.30000000000001,1063,426.791,1450.0,0,0
2024,tile_r45_c18,39,32,5842.15,363.425,48.165659,11.646628,13,3.6,42.4,18288.0,16055.0,95475,66.4,1063,395.108,1350.0,0,0
2003,tile_r45_c19,22,21,1211.001,6.155,48.168655,11.646628,13,4.2,42.6,12437.0,10381.0,73070,71.3,1064,,5000.0,0,0
2004,tile_r45_c19,24,22,1614.258,60.704,48.168655,11.646628,13,4.266666666666667,42.63333333333333,13053.666666666666,10534.333333333334,73932,70.6,1064,6.155,5146.666666666667,0,0
2005,tile_r45_c19,25,22,2017.5149999999999,115.253,48.168655,11.646628,13,4.333333333333334,42.66666666666667,13670.333333333334,10687.666666666666,74795,69.9,1064,60.704,5293.333333333333,0,0
2006,tile_r45_c19,27,23,2420.772,169.802,48.168655,11.646628,13,4.4,42.7,14287.0,10841.0,75657,69.2,1064,115.253,5440.0,0,0
2007,tile_r45_c19,27,23,2365.1856666666667,160.14466666666667,48.168655,11.646628,13,4.066666666666666,42.833333333333336,14787.0,10949.0,75999,68.5,1064,169.802,4893.333333333333,0,0
2008,tile_r45_c19,26,23,2309.599333333333,150.48733333333334,48.168655,11.646628,13,3.7333333333333334,42.96666666666667,15287.0,11057.0,76342,67.8,1064,160.14466666666667,4346.666666666667,0,0
2009,tile_r45_c19,26,23,2254.013,140.83,48.168655,11.646628,13,3.4,43.1,15787.0,11165.0,76684,67.1,1064,150.48733333333334,3800.0,0,0
2010,tile_r45_c19,26,22,2681.9466666666667,206.77333333333337,48.168655,11.646628,13,3.1666666666666665,43.13333333333333,16159.333333333334,11357.333333333334,78061,67.0,1064,140.83,3250.0,0,0
2011,tile_r45_c19,25,22,3109.880333333333,272.7166666666667,48.168655,11.646628,13,2.9333333333333336,43.16666666666667,16531.666666666668,11549.666666666666,79439,66.89999999999999,1064,206.77333333333337,2700.0,0,0
2012,tile_r45_c19,25,21,3537.814,338.66,48.168655,11.646628,13,2.7,43.2,16904.0,11742.0,80816,66.8,1064,272.7166666666667,2150.0,0,0
2013,tile_r45_c19,28,24,2992.9666666666667,281.4546666666667,48.168655,11.646628,13,2.7333333333333334,43.1,17168.333333333332,12110.666666666666,82526,66.73333333333333,1064,338.66,1950.0,0,0
2014,tile_r45_c19,30,26,2448.119333333333,224.24933333333337,48.168655,11.646628,13,2.7666666666666666,43.0,17432.666666666668,12479.333333333334,84237,66.66666666666666,1064,281.4546666666667,1750.0,0,0
2015,tile_r45_c19,33,29,1903.272,167.044,48.168655,11.646628,13,2.8,42.9,17697.0,12848.0,85947,66.6,1064,224.24933333333337,1550.0,0,0
